dialogue,글자수
"나는 좀 긍정적인 성격인 것 같아.
맞아! 너랑 이야기하면 기분이 좋아져.
응, 어떤 일이든 긍정적으로 생각하려고 노력해.
나도 너처럼 긍정적이고 싶다.
응, 우리 같이 긍정적으로 살자.",104
"나는 좀 대담한 성격인 것 같아.
맞아! 넌 진짜 겁이 없는 것 같아.
응, 새로운 도전을 두려워하지 않아.
나도 너처럼 대담하고 싶다.
괜찮아! 너도 너만의 매력이 있어.",96
"나는 좀 부지런한 성격인 것 같아.
맞아! 넌 진짜 열심히 사는 것 같아.
응, 목표가 있으면 끝까지 달려가는 편이야.
나도 너처럼 부지런하고 싶다.
괜찮아! 너도 너만의 매력이 있어.",103
"나는 좀 꼼꼼한 성격인 것 같아.
맞아! 넌 진짜 실수를 잘 안 하는 것 같아.
응, 일을 시작하기 전에 계획을 세우는 편이야.
나도 너처럼 꼼꼼하고 싶다.
괜찮아! 너도 너만의 매력이 있어.",107
"나는 좀 활발한 성격인 것 같아.
맞아! 넌 진짜 밝고 긍정적인 것 같아.
응, 웃는 거 좋아하고, 사람들과 어울리는 거 좋아해.
나도 너처럼 활발하고 싶다.
괜찮아! 너도 너만의 매력이 있어.",108
"나는 좀 차분한 성격인 것 같아.
맞아! 넌 진짜 침착하고 차분한 것 같아.
응, 어떤 일이든 침착하게 해결하려고 노력해.
나도 너처럼 차분하고 싶다.
괜찮아! 너도 너만의 매력이 있어.",104
"나는 좀 낙천적인 성격인 것 같아.
맞아! 넌 진짜 걱정이 없는 것 같아.
응, 안 좋은 일이 있어도 금방 잊어버려.
나도 너처럼 낙천적이고 싶다.
괜찮아! 너도 너만의 매력이 있어.",102
"나는 좀 책임감 있는 성격인 것 같아.
맞아! 넌 진짜 믿음직한 것 같아.
응, 내가 맡은 일은 끝까지 해내려고 노력해.
나도 너처럼 책임감 있고 싶다.
괜찮아! 너도 너만의 매력이 있어.",105
"이번 주말에 산에 갈 거야?
응, 오랜만에 등산하려고.
나도 같이 가도 돼?
물론이지! 같이 가자.
어떤 산 갈까?
음, 북한산!
좋아! 얼른 가고 싶다.
응, 가서 좋은 공기 마시고 오자.",106
"나는 바다 보는 거 좋아해.
맞아, 바다 소리 들으면 뭔가 마음이 편안해져.
응, 특히 밤바다 보는 거 좋아해.
맞아, 파도 소리 들으면서 별 보면 진짜 낭만적이야.
우리 밤바다 보러 갈까?
좋아!",110
"꽃 구경하는 거 좋아해?
응, 좋아! 특히 벚꽃!
맞아, 벚꽃 보면 봄이 온 것 같아.
우리 벚꽃 구경하러 갈래?
좋아! 얼른 가고 싶다.",77
"나는 숲길 걷는 거 좋아해.
맞아, 숲길 걸으면 뭔가 힐링 되는 기분이야.
응, 나무 냄새도 좋고, 새소리도 좋고.
우리 숲길 걸으러 갈까?
좋아! 완전 힐링 되겠다.",93
"우리나라 계절 중에 제일 좋아하는 계절은?
나는 가을!
오, 왜?
응, 단풍잎이 너무 예쁘잖아.
맞아, 나도 단풍 구경하는 거 좋아해.
우리 단풍 구경하러 갈래?
좋아!",94
"나는 강아지 산책시키는 거 좋아해.
맞아, 강아지랑 같이 산책하면 기분이 좋아져.
응, 강아지가 행복해하는 거 보면 나도 행복해.
우리 강아지랑 같이 산책할래?
좋아!",93
"나는 고양이랑 노는 거 좋아해.
맞아, 고양이랑 놀면 뭔가 마음이 편안해져.
응, 고양이 애교 보는 거 좋아해.
우리 고양이랑 같이 놀래?
좋아!",81
"우리나라 동물 중에 제일 좋아하는 동물은?
나는 호랑이!
오, 왜?
응, 멋있잖아!
맞아! 나도 호랑이 좋아해.
호랑이는 우리나라의 상징이야.
응, 나도 그렇게 생각해.",94
"나는 식물 키우는 거 좋아해.
맞아, 식물 키우면 뭔가 뿌듯해.
응, 식물이 자라는 거 보면 신기해.
나도 식물 키워보고 싶다.
응, 쉬운 식물부터 키워봐.",87
"나는 하늘 보는 거 좋아해.
맞아, 구름 모양 보는 거 좋아해.
응, 파란 하늘 보는 거 좋아해.
우리 하늘 보러 갈래?
좋아! 완전 힐링 되겠다.",82
"나는 밤하늘에 별 보는 거 좋아해.
맞아, 별똥별 보면 소원 빌 수 있잖아.
응, 반짝이는 별들 보면서 소원 비는 거 좋아해.
우리 별 보러 갈래?
좋아! 완전 재밌겠다.",95
"나는 비 오는 거 좋아해.
맞아, 빗소리 들으면 뭔가 운치 있어.
응, 창가에 앉아서 빗소리 듣는 거 좋아해.
우리 비 오는 날 같이 카페 갈까?
좋아!",85
"나는 눈 오는 거 좋아해.
맞아, 눈 내리면 뭔가 예쁘잖아.
응, 눈사람 만들고, 눈싸움하는 거 좋아해.
우리 눈 오는 날 같이 놀래?
좋아! 완전 재밌겠다.",88
"나는 햇살 맞는 거 좋아해.
맞아, 햇살 받으면 뭔가 기분이 좋아져.
응, 햇살 받으면서 산책하는 거 좋아해.
우리 같이 산책할래?
좋아!",77
"나는 바람 맞는 거 좋아해.
맞아, 바람 맞으면 뭔가 시원하고 좋아.
응, 시원한 바람 맞으면서 걷는 거 좋아해.
우리 같이 걸을래?
좋아!",78
"나는 흙 냄새 맡는 거 좋아해.
맞아, 흙 냄새 맡으면 뭔가 자연스러운 느낌이야.
응, 비 온 뒤 흙 냄새 맡는 거 좋아해.
우리 같이 흙 냄새 맡으러 갈래?
좋아!",92
"나는 새소리 듣는 거 좋아해.
맞아, 새소리 들으면 뭔가 기분이 좋아져.
응, 아침에 새소리 듣는 거 좋아해.
우리 아침에 산책할래?
좋아!",78
"나는 바람 소리 듣는 거 좋아해.
맞아, 바람 소리 들으면 뭔가 시원하고 좋아.
응, 바람 소리 들으면서 잠드는 거 좋아해.
우리 바람 소리 들으러 갈래?
좋아!",90
"나는 자연 사진 찍는 거 좋아해.
맞아, 예쁜 자연 보면 사진 찍고 싶어져.
응, 사진으로 자연의 아름다움을 담는 거 좋아해.
우리 같이 사진 찍으러 갈래?
좋아!",91
"나는 자연과 함께하는 거 좋아해.
맞아, 자연은 우리에게 많은 것을 주니까.
응, 자연 속에서 힐링하고, 힘을 얻고.
우리 자주 자연과 함께하자.
응, 좋아!",88
"요즘 주식 투자해?
응, 조금씩 하고 있어.
어떤 종목 샀는데?
음, 삼성전자!
오, 나도 삼성전자 샀는데!
우리 삼성전자 주주네!
응, 빨리 주가 올랐으면 좋겠다.",92
"주식 투자 언제부터 했어?
음, 작년부터 시작했어.
수익 좀 봤어?
아니, 아직은 손해야.
괜찮아! 원래 주식은 장기 투자해야 하는 거래.
맞아! 좋은 경험이라고 생각하고 있어.",99
"주식 투자할 때 제일 중요하게 생각하는 건 뭐야?
음, 정보!
맞아! 정보가 많아야 좋은 종목을 찾을 수 있지.
응, 뉴스도 많이 보고, 기업 분석도 많이 해.
나도 주식 공부 더 열심히 해야겠다.
응, 같이 하자.",120
"어제 주식 시장 대박이었지?
맞아! 내 종목들 다 빨간불이더라.
와, 축하해!
고마워! 오랜만에 기분 좋았어.
나도 주식으로 돈 많이 벌고 싶다.
응, 우리 모두 부자 되자!",97
"나는 주식 투자할 때 분산 투자하는 편이야.
오, 왜?
응, 한 종목에 몰빵하면 위험하잖아.
맞아! 분산 투자가 안전하지.
나도 분산 투자해야겠다.
응, 위험을 줄이는 게 중요해.",100
"주식 투자하면서 제일 힘들었던 경험은?
음, 손절했을 때!
맞아! 손절할 때 진짜 마음 아프지.
응, 그래도 미련 없이 보내줘야 해.
나도 손절 잘 못 하는데.
응, 손절도 투자 전략 중 하나야.",109
"나는 주식 투자할 때 단타하는 편이야.
오, 진짜? 단타하면 재밌어?
응, 뭔가 짜릿해!
근데 단타는 좀 위험하지 않아?
맞아! 그래도 소액으로만 해.
나도 단타 한번 해볼까?
응, 조심해서 해.",109
"주식 투자할 때 제일 기억에 남는 경험은?
음, 처음으로 수익 냈을 때!
오, 진짜? 얼마 벌었는데?
음, 10만 원!
그래도 처음 수익 낸 거잖아!
맞아! 엄청 뿌듯했어.",96
"주식 투자할 때 제일 좋아하는 종목은?
음, '네이버'!
오, 왜?
응, 네이버는 우리 생활에 꼭 필요하잖아.
맞아! 네이버는 미래가 밝은 기업인 것 같아.
나도 네이버 주식 사야겠다.
응, 같이 투자하자.",115
"나는 주식 투자할 때 장기 투자하는 편이야.
오, 왜?
응, 좋은 기업은 언젠가 오르니까.
맞아! 장기 투자가 답인 것 같아.
나도 장기 투자해야겠다.
응, 우량주에 투자해.",97
"주식 투자할 때 제일 좋아하는 지표는?
음, PER!
오, 왜?
응, 주식의 가치를 평가할 수 있잖아.
맞아! PER이 낮을수록 저평가된 주식이지.
나도 PER 보는 법 배워야겠다.
응, 같이 공부하자.",113
"주식 투자할 때 제일 좋아하는 뉴스 채널은?
음, '삼프로TV'!
맞아! 삼프로TV 진짜 유익하지.
응, 주식 전문가들한테 좋은 정보 많이 얻을 수 있어.
나도 삼프로TV 구독해야겠다.
응, 같이 보자.",113
"주식 투자할 때 제일 좋아하는 책은?
음, '돈의 심리학'!
맞아! 돈의 심리학 진짜 명작이지.
응, 투자에 대한 새로운 시각을 얻을 수 있었어.
나도 돈의 심리학 읽어봐야겠다.
응, 꼭 읽어봐!",109
"주식 투자할 때 제일 좋아하는 앱은?
음, '토스'!
맞아! 토스 진짜 편하지.
응, 주식 투자도 쉽게 할 수 있고, 정보도 많고.
나도 토스 사용해야겠다.
응, 같이 사용하자.",99
"주식 투자할 때 제일 좋아하는 유튜버는?
음, '슈카월드'!
맞아! 슈카월드 진짜 재밌지.
응, 어려운 경제 이야기를 쉽게 설명해줘서 좋아.
나도 슈카월드 구독해야겠다.
응, 같이 보자.",104
"주식 투자할 때 제일 좋아하는 사이트는?
음, '네이버 금융'!
맞아! 네이버 금융 진짜 정보가 많지.
응, 기업 분석, 뉴스, 재무제표 다 볼 수 있어.
나도 네이버 금융 자주 봐야겠다.
응, 같이 보자.",115
"주식 투자할 때 제일 좋아하는 커뮤니티는?
음, '주식 갤러리'!
맞아! 주식 갤러리 진짜 재밌지.
응, 웃긴 짤도 많고, 정보도 많고.
나도 주식 갤러리 자주 가야겠다.
응, 같이 놀자.",105
"주식 투자할 때 제일 좋아하는 지수는?
음, 코스피!
맞아! 코스피는 우리나라 대표 지수잖아.
응, 코스피가 오르면 내 주식도 오르니까.
나도 코스피 지수 자주 봐야겠다.
응, 같이 보자.",105
"주식 투자할 때 제일 좋아하는 테마는?
음, 반도체!
맞아! 반도체는 미래 산업이잖아.
응, 반도체 기업들은 앞으로 더 성장할 거야.
나도 반도체 관련 주식 사야겠다.
응, 같이 투자하자.",105
"주식 투자할 때 제일 좋아하는 분석 방법은?
음, 기술적 분석!
맞아! 기술적 분석하면 차트 보면서 매수 타이밍 잡을 수 있지.
응, 기술적 분석은 필수야.
나도 기술적 분석 배워야겠다.
응, 같이 공부하자.",116
"주식 투자할 때 제일 좋아하는 가치 분석은?
음, 재무제표 분석!
맞아! 재무제표 분석하면 기업의 가치를 정확하게 알 수 있지.
응, 재무제표 분석은 필수야.
나도 재무제표 분석 배워야겠다.
응, 같이 공부하자.",118
"주식 투자할 때 제일 좋아하는 투자 방법은?
음, 가치 투자!
맞아! 가치 투자는 좋은 기업을 싸게 사는 거지.
응, 가치 투자가 장기적으로 수익률이 더 좋아.
나도 가치 투자해야겠다.
응, 같이 투자하자.",115
"주식 투자할 때 제일 좋아하는 투자자는?
음, 워렌 버핏!
맞아! 워렌 버핏은 전설이지.
응, 워렌 버핏의 투자 철학을 배우고 싶어.
나도 워렌 버핏처럼 투자해야겠다.
응, 같이 공부하자.",105
"주식 투자할 때 제일 좋아하는 투자 명언은?
음, '남들이 탐욕을 부릴 때 겁을 내고, 남들이 겁을 낼 때 탐욕을 부려라'!
맞아! 워렌 버핏 명언!
응, 이 명언을 항상 마음속에 새기고 있어.
나도 이 명언을 기억해야겠다.
응, 우리 모두 기억하자.",140
"주식 투자는 우리에게 어떤 의미일까?
음, 그냥 돈 버는 수단?
맞아! 그냥 돈 버는 수단일 수도 있지.
그래도 주식 투자를 통해 경제를 배우고, 세상 돌아가는 것을 알게 되잖아.
응, 주식 투자는 우리에게 많은 것을 선물해주는 것 같아.
나도 그렇게 생각해.",145
"일본 여행 가본 적 있어?
응, 작년에 오사카 다녀왔어.
오, 오사카! 어땠어?
음, 맛있는 것도 많고, 볼거리도 많아서 좋았어.
나도 오사카 가보고 싶다.
응, 꼭 가봐! 후회 안 할 거야.",107
"일본 애니메이션 중에 제일 좋아하는 거 있어?
음, '스즈메의 문단속'!
오, 나도 그 애니메이션 좋아하는데!
맞아, 작화도 너무 좋고, 스토리도 탄탄하고.
우리 같이 스즈메의 문단속 이야기할래?
좋아!",113
"일본 음식 중에 제일 좋아하는 거 있어?
음, 나는 라멘!
오, 라멘! 나도 라멘 좋아하는데.
맞아, 특히 돈코츠 라멘!
우리 같이 라멘 먹으러 갈까?
좋아! 완전 재밌겠다.",97
"일본 가면 제일 먼저 하고 싶은 일은?
음, 온천 여행!
오, 온천! 나도 온천 가고 싶다.
응, 온천에 몸 담그고 있으면 피로가 싹 풀릴 것 같아.
나도 일본 가면 온천 가야겠다.
응, 꼭 가봐!",110
"일본 가면 무슨 기념품 사고 싶어?
음, '도쿄 바나나'!
오, 도쿄 바나나! 나도 그거 좋아하는데.
맞아, 빵도 부드럽고, 바나나 크림도 맛있고.
나도 일본 가면 도쿄 바나나 사와야겠다.
응, 나한테도 하나 사다 줘.",122
"일본 영화 중에 제일 좋아하는 영화 뭐야?
음, '너의 이름은'!
오, 나도 그 영화 좋아하는데.
맞아, 그림체도 너무 예쁘고, OST도 너무 좋고.
우리 같이 '너의 이름은' 볼래?
좋아! 완전 힐링 되겠다.",117
"일본 드라마 중에 제일 좋아하는 드라마 뭐야?
음, '고독한 미식가'!
오, 나도 그 드라마 좋아하는데.
맞아, 먹방 보면서 대리 만족할 수 있어서 좋아.
우리 같이 '고독한 미식가' 볼래?
좋아!",110
"일본 가면 무슨 관광지 가보고 싶어?
음, 후지산!
오, 후지산! 진짜 멋있겠다.
응, 후지산 보면서 소원 빌고 싶어.
나도 후지산 가보고 싶다.
응, 우리 같이 가자.",94
"일본 가면 무슨 축제 가보고 싶어?
음, 삿포로 눈 축제!
오, 삿포로 눈 축제! 진짜 예쁘겠다.
응, 눈 조각상 보는 거 좋아해.
나도 삿포로 눈 축제 가보고 싶다.
응, 우리 같이 가자.",106
"일본 가면 무슨 박물관 가보고 싶어?
음, 지브리 박물관!
오, 지브리 박물관! 진짜 귀엽겠다.
응, '토토로'랑 '이웃집 토토로' 피규어 보고 싶어.
나도 지브리 박물관 가보고 싶다.
응, 우리 같이 가자.",116
"일본 가면 무슨 서점 가보고 싶어?
음, 츠타야 서점!
오, 츠타야 서점! 진짜 크고 예쁘겠다.
응, 책 구경하는 거 좋아해.
나도 츠타야 서점 가보고 싶다.
응, 우리 같이 가자.",101
"일본 가면 무슨 카페 가보고 싶어?
음, 고양이 카페!
오, 고양이 카페! 진짜 귀엽겠다.
응, 고양이들 보면서 커피 마시고 싶어.
나도 고양이 카페 가보고 싶다.
응, 우리 같이 가자.",104
"일본 가면 무슨 음식 먹고 싶어?
음, 스시!
오, 스시! 나도 스시 좋아하는데.
맞아, 특히 참치 초밥!
우리 같이 스시 먹으러 갈까?
좋아! 완전 재밌겠다.",89
"일본 가면 무슨 간식 먹고 싶어?
음, 타코야키!
오, 타코야키! 나도 타코야키 좋아하는데.
맞아, 뜨끈뜨끈한 타코야키!
우리 같이 타코야키 먹으러 갈까?
좋아!",90
"일본 가면 무슨 음료수 마시고 싶어?
음, 메론 소다!
오, 메론 소다! 나도 그거 좋아하는데.
맞아, 달콤하고 시원한 메론 소다!
나도 일본 가면 메론 소다 마셔야겠다.
응, 나한테도 하나 사다 줘.",112
